Manhattan Rolling Sales.  All Sales From October 2021 - September 2022																			 PTS Sales Data as of 10/11/2022 	
For sales prior to the Final Roll, Neighborhood Name and Descriptive Data reflect the most recent Final Roll.                   Sales after the Final Roll, Neighborhood Name and Descriptive Data reflect current data.																		  	  	
Building Class Category is based on Building Class at Time of Sale.																				
Note: Condominium and cooperative sales are on the unit level and understood to have a count of one.																				
BOROUGH	NEIGHBORHOOD	BUILDING CLASS CATEGORY	TAX CLASS AT PRESENT	BLOCK	LOT	EASEMENT	BUILDING CLASS AT PRESENT	ADDRESS	APARTMENT NUMBER	ZIP CODE	RESIDENTIAL UNITS	COMMERCIAL UNITS	TOTAL UNITS	LAND SQUARE FEET	GROSS SQUARE FEET	YEAR BUILT	TAX CLASS AT TIME OF SALE	BUILDING CLASS AT TIME OF SALE	 SALE PRICE 	SALE DATE
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	392	1069		R4	143 AVENUE B, 12F	12F	10009	1		1			1928	2	R4	765,000	05-05-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	392	1076		R4	143 AVENUE B, 14F	14F	10009	1		1			1928	2	R4	690,000	22-04-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	392	1077		R4	143 AVENUE B, 14G	14G	10009	1		1			1928	2	R4	2,022,222	11-07-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	394	1507		R4	189 AVENUE C, 3B	3B	10009	1		1			1910	2	R4	789,000	19-01-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	394	1508		R4	189 AVENUE C, 3C	3C	10009	1		1			1910	2	R4	675,190	27-07-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	394	1516		R4	189 AVENUE C, 5A	5A	10009	1		1			1910	2	R4	630,703	19-01-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	394	1527		R4	189 AVENUE C, 7D	7D	10009	1		1			1910	2	R4	750,000	22-08-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	394	1534		R4	189 AVENUE C, 9E	9E	10009	1		1			1910	2	R4	1,315,000	05-01-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	394	1535		R4	189 AVENUE C, 10B	10B	10009	1		1			1910	2	R4	1,310,000	18-07-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	396	1006		R4	215 AVENUE B, 1006	1006	10009	1		1			2008	2	R4	1,725,000	23-11-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	397	1002		R4	175 EAST 2ND STREET, GDND	GDND	10009	1		1			1900	2	R4	920,000	03-12-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	397	1017		R4	175 EAST 2ND STREET, 4C	4C	10009	1		1				2	R4	0	15-06-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	397	1017		R4	175 EAST 2ND STREET, 4C	4C	10009	1		1				2	R4	1,250,000	15-12-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	397	1113		R4	240 EAST HOUSTON STREET, 4E	4E	10002	1		1				2	R4	1,580,000	07-06-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	397	1119		R4	240 EAST HOUSTON STREET, RSTRG	RSTRG	10002	1		1				2	R4	0	15-02-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	402	1305		R4	100 AVENUE A, 2D	2D	10009	1		1			2014	2	R4	1,995,000	07-01-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	402	1308		R4	100 AVENUE A, 3B	3B	10009	1		1			2014	2	R4	0	09-06-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	402	1308		R4	100 AVENUE A, 3B	3B	10009	1		1			2014	2	R4	2,252,000	19-04-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	402	1317		R4	100 AVENUE A, 5A	5A	10009	1		1			2014	2	R4	1,824,000	15-09-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	405	1316		R4	525 EAST 11TH STREET, 5C	5C	10009	1		1			1965	2	R4	1,970,000	15-12-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	405	1317		R4	525 EAST 11TH STREET, 5D	5D	10009	1		1			1965	2	R4	1,970,000	15-12-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1211		R4	536 EAST 13TH STREET, 6R	6R	10009	1		1			2013	2	R4	1,625,000	23-06-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1302		R4	531 EAST 12TH ST, 2A	2A	10009	1		1			2009	2	R4	0	21-04-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1303		R4	531 EAST 12TH ST, 2B	2B	10009	1		1			2009	2	R4	1,250,000	30-11-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1304		R4	531 EAST 12TH ST, 2C	2C	10009	1		1			2009	2	R4	1,235,000	15-06-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1305		R4	531 EAST 12TH ST, 2D	2D	10009	1		1			2009	2	R4	0	21-04-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1306		R4	531 EAST 12TH ST, 3A	3A	10009	1		1			2009	2	R4	0	21-04-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1306		R4	531 EAST 12TH ST, 3A	3A	10009	1		1			2009	2	R4	1,295,000	18-05-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1307		R4	531 EAST 12TH ST, 3B	3B	10009	1		1			2009	2	R4	1,265,000	18-11-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1308		R4	531 EAST 12TH ST, 3C	3C	10009	1		1			2009	2	R4	1,265,000	22-11-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1309		R4	531 EAST 12TH ST, 3D	3D	10009	1		1			2009	2	R4	0	21-04-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1309		R4	531 EAST 12TH ST, 3D	3D	10009	1		1			2009	2	R4	1,325,000	22-06-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1310		R4	531 EAST 12TH ST, 4A	4A	10009	1		1			2009	2	R4	0	21-04-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1311		R4	531 EAST 12TH ST, 4B	4B	10009	1		1			2009	2	R4	1,275,000	01-12-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1312		R4	531 EAST 12TH ST, 4C	4C	10009	1		1			2009	2	R4	1,250,000	27-10-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1313		R4	531 EAST 12TH ST, 4D	4D	10009	1		1			2009	2	R4	0	21-04-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1313		R4	531 EAST 12TH ST, 4D	4D	10009	1		1			2009	2	R4	1,390,000	29-07-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1314		R4	531 EAST 12TH ST, 5A	5A	10009	1		1			2009	2	R4	0	21-04-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1315		R4	531 EAST 12TH ST, 5B	5B	10009	1		1			2009	2	R4	0	21-04-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1316		R4	531 EAST 12TH ST, 5C	5C	10009	1		1			2009	2	R4	770,000	17-11-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1317		R4	531 EAST 12TH ST, 5D	5D	10009	1		1			2009	2	R4	770,000	01-12-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1318		R4	531 EAST 12TH ST, 6A	6A	10009	1		1			2009	2	R4	0	21-04-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1318		R4	531 EAST 12TH ST, 6A	6A	10009	1		1			2009	2	R4	1,280,000	06-05-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1319		R4	531 EAST 12TH ST, 6B	6B	10009	1		1			2009	2	R4	0	21-04-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1319		R4	531 EAST 12TH ST, 6B	6B	10009	1		1			2009	2	R4	1,875,000	29-07-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1320		R4	531 EAST 12TH ST, 6C	6C	10009	1		1			2009	2	R4	780,000	27-10-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1321		R4	531 EAST 12TH ST, 6D	6D	10009	1		1			2009	2	R4	1,250,000	19-05-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1322		R4	531 EAST 12TH ST, 7A	7A	10009	1		1			2009	2	R4	1,290,000	27-06-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1323		R4	531 EAST 12TH ST, 7B	7B	10009	1		1			2009	2	R4	1,255,000	05-11-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1324		R4	531 EAST 12TH ST, 7C	7C	10009	1		1			2009	2	R4	1,215,000	30-11-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1325		R4	531 EAST 12TH ST, 7D	7D	10009	1		1			2009	2	R4	1,190,000	26-10-2021
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1326		R4	531 EAST 12TH ST, PHA	PHA	10009	1		1			2009	2	R4	0	21-04-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1327		R4	531 EAST 12TH ST, PHB	PHB	10009	1		1			2009	2	R4	0	21-04-2022
1	ALPHABET CITY	13 CONDOS - ELEVATOR APARTMENTS	2	406	1327		R4	531 EAST 12TH ST, PHB	PHB	10009	1		1			2009	2	R4	2,150,000	15-08-2022
1	ALPHABET CITY	14 RENTALS - 4-10 UNIT	2A	398	4		S3	32 AVENUE A		10009	3	1	4	1,672	4,708	1960	2	S3	1,259,063	24-08-2022
1	ALPHABET CITY	14 RENTALS - 4-10 UNIT	2A	407	34		S3	222 AVENUE B		10009	3	1	4	1,995	4,032	1900	2	S3	6,541,562	24-06-2022
1	ALPHABET CITY	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	372	1001		R1	296 EAST 2ND STREET, B	B	10009	1		1			2003	2	R1	1,260,000	26-10-2021
1	ALPHABET CITY	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	372	1005		R1	296 EAST 2ND STREET, F	F	10009	1		1			2003	2	R1	880,000	05-05-2022
1	ALPHABET CITY	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	372	1008		R1	296 EAST 2ND STREET, J	J	10009	1		1			2003	2	R1	1,912,500	17-02-2022
1	ALPHABET CITY	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	372	1101		R1	298 EAST 2ND STREET, 1	TH	10009	1		1			2017	2	R1	2,925,000	05-04-2022
1	ALPHABET CITY	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	374	1005		R1	305 EAST 4TH STREET, 5	5	10009	1		1				2	R1	1,155,000	18-05-2022
1	ALPHABET CITY	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	377	1101		R1	259 EAST 7TH STREET, G	G	10009	1		1				2	R1	3,250,000	23-09-2022
1	ALPHABET CITY	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	377	1302		R1	277 EAST 7TH STREET, 2	2	10009	1		1			2013	2	R1	0	06-10-2021
1	ALPHABET CITY	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	377	1402		R1	253 EAST 7TH STREET, 2A	2A	10009	1		1			2017	2	R1	1,080,000	12-11-2021
1	ALPHABET CITY	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	377	1405		R1	253 EAST 7TH STREET, 4A	4A	10009	1		1			2017	2	R1	950,000	15-10-2021
1	ALPHABET CITY	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	394	1008		R1	645 EAST 11TH STREET, 4B	4B	10009	1		1				2	R1	0	26-07-2022
1	ALPHABET CITY	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	394	1407		R1	643 EAST 11TH STREET, 7	7	10009	1		1			2006	2	R1	995,000	22-07-2022
1	ALPHABET CITY	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	402	1204		R1	509 EAST 6TH STREET, 3F	3F	10009	1		1			1920	2	R1	850,000	17-08-2022
1	ALPHABET CITY	17 CONDO COOPS	2	389	1003		R9	99 AVENUE B, 1C		10009						1900	2	R9	325,000	29-11-2021
1	ALPHABET CITY	17 CONDO COOPS	2	389	1003		R9	99 AVENUE B, 2A		10009						1900	2	R9	690,000	01-07-2022
1	ALPHABET CITY	17 CONDO COOPS	2	389	1003		R9	99 AVENUE B, 5D		10009						1900	2	R9	347,500	14-09-2022
1	ALPHABET CITY	17 CONDO COOPS	2	389	1003		R9	99 AVENUE B, 5F		10009						1900	2	R9	845,000	17-12-2021
1	ALPHABET CITY	17 CONDO COOPS	2	389	1003		R9	99 AVENUE B, 6F		10009						1900	2	R9	1,190,000	14-10-2021
1	ALPHABET CITY	17 CONDO COOPS	2	399	1002		R9	50 AVENUE A, PH6B		10009						1920	2	R9	1,750,000	29-03-2022
1	ALPHABET CITY	17 CONDO COOPS	2	407	1003		R9	214 AVENUE A, 1B		10009						1920	2	R9	450,000	28-09-2022
1	ALPHABET CITY	17 CONDO COOPS	2	407	1003		R9	214 AVENUE A, 3C		10009						1920	2	R9	0	29-11-2021
1	ALPHABET CITY	17 CONDO COOPS	2	407	1003		R9	214 AVENUE A, 3C		10009						1920	2	R9	785,000	29-03-2022
1	ALPHABET CITY	17 CONDO COOPS	2	407	1003		R9	214 AVENUE A, 3D		10009						1920	2	R9	850,000	15-04-2022
1	ALPHABET CITY	28 COMMERCIAL CONDOS	4	406	1301		R5	531 EAST 12TH ST, CFU	CFU	10009		1	1			2009	4	R5	0	21-04-2022
1	ALPHABET CITY	30 WAREHOUSES	4	379	27		E7	444 EAST 10TH STREET		10009	0	1	1	13,210	92,470	1928	4	E7	0	25-04-2022
1	ALPHABET CITY	32 HOSPITAL AND HEALTH FACILITIES	4	406	24		I5	538-542 EAST 13TH STREET		10009	0	1	1	6,681	6,681	1965	4	I5	0	16-12-2021
1	ALPHABET CITY	46 CONDO STORE BUILDINGS	4	397	1101		RK	240 EAST HOUSTON STREET, COMM	COMM	10002		1	1			1920	4	RK	0	15-02-2022
1	ALPHABET CITY	46 CONDO STORE BUILDINGS	4	397	1303		RK	250 EAST HOUSTON STREET, UNIT3	UNIT3	10002		1	1			1989	4	RK	0	17-06-2022
1	CHELSEA	01 ONE FAMILY DWELLINGS	1	719	13		A4	449 WEST 21ST STREET		10011	1	0	1	1,646	5,181	1900	1	A4	0	06-06-2022
1	CHELSEA	01 ONE FAMILY DWELLINGS	1	720	6		A4	483 WEST 22ND STREET		10011	1	0	1	1,562	4,150	1901	1	A4	11,100,000	17-06-2022
1	CHELSEA	01 ONE FAMILY DWELLINGS	1	722	10		A4	451 WEST 24TH STREET		10011	1	0	1	2,057	3,360	1910	1	A4	10,600,000	12-11-2021
1	CHELSEA	01 ONE FAMILY DWELLINGS	1	722	72		A9	460 WEST 25TH STREET		10001	1	0	1	1,626	3,721	1910	1	A9	0	10-03-2022
1	CHELSEA	01 ONE FAMILY DWELLINGS	1	743	64		A4	334 WEST 20TH STREET		10011	1	0	1	2,316	5,579	1900	1	A4	22,500,000	08-11-2021
1	CHELSEA	01 ONE FAMILY DWELLINGS	1	767	17		A4	241 WEST 17TH STREET		10011	1	0	1	993	4,500	1910	1	A4	6,995,000	28-07-2022
1	CHELSEA	01 ONE FAMILY DWELLINGS	1	769	52		S1	224 WEST 20TH STREET		10011	1	1	2	2,300	4,298	1901	1	S1	0	05-07-2022
1	CHELSEA	01 ONE FAMILY DWELLINGS	1	769	52		S1	224 WEST 20TH STREET		10011	1	1	2	2,300	4,298	1901	1	S1	4,400,000	08-04-2022
1	CHELSEA	01 ONE FAMILY DWELLINGS	1	774	81		A4	280 WEST 25TH STREET		10001	1	0	1	937	2,607	1900	1	A4	5,300,000	31-03-2022
1	CHELSEA	01 ONE FAMILY DWELLINGS	1	793	56		S1	130-132 WEST 18TH STREET		10011	1	1	2	3,956	7,912	1901	1	S1	9,400,000	30-03-2022
1	CHELSEA	02 TWO FAMILY DWELLINGS	1	719	59		B9	428 WEST 22ND		10011	2	0	2	1,821	3,230	1910	1	B9	5,300,000	28-04-2022
1	CHELSEA	02 TWO FAMILY DWELLINGS	1	746	58		B9	328 WEST 23RD STREET		10011	2	0	2	2,494	7,635	1926	1	B9	12,500,000	30-11-2021
1	CHELSEA	03 THREE FAMILY DWELLINGS	1	717	48		C0	408 WEST 20TH STREET		10011	3	0	3	2,227	4,410	1910	1	C0	0	19-11-2021
1	CHELSEA	03 THREE FAMILY DWELLINGS	1	722	66		C0	448 WEST 25TH STREET		10001	3	0	3	1,925	2,666	1900	1	C0	3,975,000	10-03-2022
1	CHELSEA	03 THREE FAMILY DWELLINGS	1	743	14		C0	349 WEST 19TH STREET		10011	3	0	3	1,397	3,168	1920	1	C0	3,550,000	14-12-2021
1	CHELSEA	03 THREE FAMILY DWELLINGS	1	772	42		C0	205 WEST 22ND STREET		10011	3	0	3	822	2,776	1901	1	C0	0	10-02-2022
1	CHELSEA	04 TAX CLASS 1 CONDOS	1C	769	1004		R6	237 WEST 19TH STREET, A	A	10011	1		1			1900	1	R6	0	30-12-2021
1	CHELSEA	04 TAX CLASS 1 CONDOS	1C	769	1006		R6	237 WEST 19TH STREET, C	C	10011	1		1			1900	1	R6	0	01-12-2021
1	CHELSEA	04 TAX CLASS 1 CONDOS	1C	791	1001		R6	121 WEST 15TH STREET, 1	1	10011	1		1			1920	1	R6	2,000,001	22-06-2022
1	CHELSEA	07 RENTALS - WALKUP APARTMENTS	2B	719	15		C1	445 WEST 21ST STREET		10011	10	0	10	2,534	9,375	1910	2	C1	0	17-12-2021
1	CHELSEA	07 RENTALS - WALKUP APARTMENTS	2B	720	27		C1	441 WEST 22 STREET		10011	9	0	9	1,975	5,200	1900	2	C1	0	01-07-2022
1	CHELSEA	07 RENTALS - WALKUP APARTMENTS	2B	720	41		C1	413 WEST 22ND STREET		10011	8	0	8	1,481	3,500	1900	2	C1	3,350,000	25-04-2022
1	CHELSEA	07 RENTALS - WALKUP APARTMENTS	2A	746	5		C3	363 WEST 22ND STREET		10011	4	0	4	1,086	3,898	1910	2	C3	0	08-12-2021
1	CHELSEA	07 RENTALS - WALKUP APARTMENTS	2	746	38		C7	301 WEST 22ND STREET		10011	44	6	50	8,460	38,802	1910	2	C7	38,159,055	11-07-2022
1	CHELSEA	07 RENTALS - WALKUP APARTMENTS	2	765	15		C7	239 WEST 15TH STREET		10011	21	1	22	2,509	9,645	1901	2	C7	5,700,000	09-06-2022
1	CHELSEA	07 RENTALS - WALKUP APARTMENTS	2	767	57		C7	228 W 18		10011	22	3	25	4,549	14,220	1915	2	C7	9,800,000	24-02-2022
1	CHELSEA	07 RENTALS - WALKUP APARTMENTS	2	769	46		C1	212 WEST 20TH STREET		10011	12	0	12	2,089	7,950	1938	2	C1	0	22-09-2022
1	CHELSEA	07 RENTALS - WALKUP APARTMENTS	2	770	24		C4	229 WEST 20TH STREET		10011	15	0	15	2,434	7,612	1901	2	C4	5,797,550	11-07-2022
1	CHELSEA	07 RENTALS - WALKUP APARTMENTS	2	770	45		C1	206 WEST 21ST STREET		10011	47	0	47	4,950	11,864	1920	2	C1	10,200,000	24-02-2022
1	CHELSEA	07 RENTALS - WALKUP APARTMENTS	2	795	69		C4	152 WEST 20TH STREET		10011	20	0	20	3,329	12,840	1910	2	C4	0	25-01-2022
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	693	37		D7	500 WEST 22ND ST		10011	12	1	13	3,827	34,267	2020	2	D7	0	30-11-2021
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	693	37		D7	500 WEST 22ND STREET		10011	12	1	13	3,827	34,267	2020	2	D7	0	07-01-2022
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	717	77		D7	460 WEST 20TH STREET		10011	73	2	75	10,749	68,260	1999	2	D7	0	25-07-2022
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	720	82		D7	470 WEST 23RD STREET, 14I		10011	18	2	20	2,370	13,860	1920	2	D7	1,100,000	01-02-2022
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	720	82		D7	470 WEST 23RD STREET, 17C		10011	18	2	20	2,370	13,860	1920	2	D7	990,000	22-11-2021
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	720	82		D7	470 WEST 24TH STREET, 19EF		10011	18	2	20	2,370	13,860	1920	2	D7	3,700,000	21-10-2021
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	721	7		D9	443 WEST 23RD STREET, E		10011	33	22	55	108,625	975,170	1934	2	D9	1,970,000	21-12-2021
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	744	43		D7	300 WEST 21ST STREET		10011	35	5	40	5,260	25,924	1930	2	D7	25,893,395	11-07-2022
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	745	26		D1	313-315 WEST 21ST STREET		10011	35	0	35	4,938	20,496	1938	2	D1	14,500,000	31-12-2021
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	764	24		D7	225 WEST 14TH STREET		10011	27	2	29	3,850	17,424	1928	2	D7	0	19-05-2022
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	764	51		D3	222 WEST 15TH STREET		10011	64	0	64	6,432	38,330	1928	2	D3	0	19-05-2022
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	765	11		D9	247-49 WEST 15TH STREET		10011	33	0	33	4,870	19,310	1950	2	D9	0	06-05-2022
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	790	32		D6	531-539 AVENUE OF THE AMERICAS		10011	44	2	46	8,054	81,185	2019	2	D6	0	17-02-2022
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	790	32		D6	539 AVENUE OF THE AMERIC		10011	44	2	46	8,054	81,185	2019	2	D6	0	04-04-2022
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	791	36		D9	105 WEST 15TH STREET, 407		10011	163	7	170	30,975	195,442	1974	2	D9	787,500	26-04-2022
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	791	78		D9	161 WEST 16TH STREET, 11C		10011	68	1	69	12,925	62,400	1920	2	D9	555,000	01-10-2021
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	799	3		D9	160 WEST 24TH		10011	204	10	214	18,414	212,134	1987	2	D9	245,000,000	27-06-2022
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	800	20		D6	135 WEST 24TH STREET		10011	23	1	24	2,925	12,609	1901	2	D6	0	28-06-2022
1	CHELSEA	08 RENTALS - ELEVATOR APARTMENTS	2	800	20		D6	135 WEST 24TH STREET		10011	23	1	24	2,925	12,609	1901	2	D6	9,900,000	03-03-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2C	717	69		C6	450 WEST 20 STREET, G1		10011						1910	2	C6	1,150,000	20-05-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2C	719	6		C6	463 WEST 21ST STREET, 1		10011						1900	2	C6	1,600,000	11-02-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2	719	36		C6	405 WEST 21ST STREET, 2F		10011						1900	2	C6	800,000	03-12-2021
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2C	720	12		C6	471 WEST 22 STREET, A		10011						1900	2	C6	0	20-01-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2C	720	14		C6	467 WEST 22ND STREET, C		10011						1900	2	C6	2,500,000	06-01-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2C	720	16		C6	461 WEST 22ND STREET,, F		10011						1900	2	C6	2,625,000	08-10-2021
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2C	720	34		C6	429 WEST 22ND STREET, 1B		10011						1850	2	C6	3,450,000	08-03-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2C	720	34		C6	429 WEST 22ND STREET, 4G		10011						1850	2	C6	2,100,000	15-07-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2C	720	38		C6	419 WEST 22ND STREET, 2		10011						1900	2	C6	1,350,000	16-06-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2C	720	67		C6	440 WEST 23RD STREET, C		10011						1900	2	C6	2,175,000	13-12-2021
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2C	720	70		C6	446 WEST 23RD STREET, E		10011						1905	2	C6	0	12-05-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2C	720	76		C6	458 WEST 23RD STREET, 3A		10011						1900	2	C6	675,000	16-12-2021
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2C	720	76		C6	458 WEST 23RD STREET, 3B4B		10011						1900	2	C6	1,845,000	31-05-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2	720	77		C6	460 WEST 23RD STREET, GF		10011						1900	2	C6	550,000	07-10-2021
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2	722	46		C6	408 WEST 25, 4FE		10001						1910	2	C6	299,000	01-11-2021
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2	722	46		C6	408 WEST 25TH STREET, 2RW		10001						1910	2	C6	360,000	13-12-2021
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2	722	46		C6	408 WEST 25TH STREET, 3RW		10001						1910	2	C6	365,000	25-10-2021
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2	740	43		C6	320 WEST 17TH STREET, 4FE		10011						1920	2	C6	520,000	26-10-2021
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2	740	43		C6	320 WEST 17TH STREET, 5FW		10011						1920	2	C6	515,000	27-05-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2	740	47		C6	328 WEST 17TH STREET, 4W		10011						1900	2	C6	850,500	23-06-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2	740	47		C6	328 WEST 17TH STREET, 5E		10011						1900	2	C6	1,500,000	10-05-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2	740	50		C6	334 WEST 17TH STREET, 1W		10011						1900	2	C6	620,000	16-06-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2	741	41		C6	310 WEST 18 STREET, 2B		10011						1900	2	C6	323,000	26-08-2022
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2C	742	47		C6	314 WEST 19TH STREET, 4A		10011						1920	2	C6	705,000	03-12-2021
1	CHELSEA	09 COOPS - WALKUP APARTMENTS	2C	742	57		C6	334 WEST 19TH STREET, PHB		10011						1910	2	C6	3,050,000	16-03-2022
